"","Ensembl.ID","HGNC.symbol","score"
"284","ENSG00000175792","RUVBL1",0.00136612021857923
"285","ENSG00000185187","SIGIRR",0.00136612021857923
"286","ENSG00000198053","SIRPA",0.00136612021857923
"287","ENSG00000005020","SKAP2",0.00409836065573771
"288","ENSG00000180616","SSTR2",0.00136612021857923
"289","ENSG00000168394","TAP1",0.0245901639344262
"290","ENSG00000148737","TCF7L2",0.00546448087431694
"291","ENSG00000163519","TRAT1",0.00136612021857923
"292","ENSG00000265972","TXNIP",0.00136612021857923
"293","ENSG00000224389","C4B",0.00136612021857923
"294","ENSG00000134072","CAMK1",0.00136612021857923
"295","ENSG00000175294","CATSPER1",0.00136612021857923
"296","ENSG00000117724","CENPF",0.00273224043715847
"297","ENSG00000122966","CIT",0.00409836065573771
"298","ENSG00000174469","CNTNAP2",0.00683060109289617
"299","ENSG00000055163","CYFIP2",0.00136612021857923
"300","ENSG00000006634","DBF4",0.00136612021857923
"301","ENSG00000120129","DUSP1",0.00273224043715847
"302","ENSG00000133740","E2F5",0.00136612021857923
"303","ENSG00000122877","EGR2",0.00546448087431694
"304","ENSG00000157554","ERG",0.00409836065573771
"305","ENSG00000107485","GATA3",0.00136612021857923
"306","ENSG00000127588","GNG13",0.00546448087431694
"307","ENSG00000121957","GPSM2",0.00136612021857923
"308","ENSG00000161835","TAMALIN",0.00409836065573771
"309","ENSG00000197837","H4-16",0.00409836065573771
"310","ENSG00000149948","HMGA2",0.00546448087431694
"311","ENSG00000150782","IL18",0.00409836065573771
"312","ENSG00000124249","KCNK15",0.00273224043715847
"313","ENSG00000174943","KCTD13",0.00136612021857923
"314","ENSG00000172059","KLF11",0.00956284153005465
"315","ENSG00000186081","KRT5",0.00136612021857923
"316","ENSG00000077264","PAK3",0.00136612021857923
"317","ENSG00000101349","PAK5",0.00546448087431694
"318","ENSG00000132326","PER2",0.00819672131147541
"319","ENSG00000188257","PLA2G2A",0.00136612021857923
"320","ENSG00000142731","PLK4",0.00136612021857923
"321","ENSG00000141682","PMAIP1",0.00683060109289617
"322","ENSG00000163882","POLR2H",0.00273224043715847
"323","ENSG00000149923","PPP4C",0.00819672131147541
"324","ENSG00000167550","RHEBL1",0.00136612021857923
"325","ENSG00000176406","RIMS2",0.00273224043715847
"326","ENSG00000172602","RND1",0.00136612021857923
"327","ENSG00000170989","S1PR1",0.00409836065573771
"328","ENSG00000007314","SCN4A",0.00273224043715847
"329","ENSG00000109686","SH3D19",0.00136612021857923
"330","ENSG00000141293","SKAP1",0.00136612021857923
"331","ENSG00000011347","SYT7",0.00546448087431694
"332","ENSG00000241186","TDGF1",0.00136612021857923
"333","ENSG00000187079","TEAD1",0.00273224043715847
"334","ENSG00000102265","TIMP1",0.00136612021857923
"335","ENSG00000186827","TNFRSF4",0.00956284153005465
"336","ENSG00000130598","TNNI2",0.00136612021857923
"337","ENSG00000143549","TPM3",0.00546448087431694
"338","ENSG00000100077","GRK3",0.00546448087431694
"339","ENSG00000138772","ANXA3",0.00136612021857923
"340","ENSG00000197299","BLM",0.00956284153005465
"341","ENSG00000171357","LURAP1",0.00409836065573771
"342","ENSG00000074410","CA12",0.00136612021857923
"343","ENSG00000092529","CAPN3",0.00409836065573771
"344","ENSG00000128596","CCDC136",0.00136612021857923
"345","ENSG00000172724","CCL19",0.00136612021857923
"346","ENSG00000138180","CEP55",0.00546448087431694
"347","ENSG00000092009","CMA1",0.00136612021857923
"348","ENSG00000107562","CXCL12",0.00136612021857923
"349","ENSG00000123136","DDX39A",0.00136612021857923
"350","ENSG00000114346","ECT2",0.00819672131147541
"351","ENSG00000131187","F12",0.00409836065573771
"352","ENSG00000164220","F2RL2",0.0423497267759563
"353","ENSG00000120251","GRIA2",0.00819672131147541
"354","ENSG00000197451","HNRNPAB",0.00136612021857923
"355","ENSG00000079616","KIF22",0.00136612021857923
"356","ENSG00000146021","KLHL3",0.00136612021857923
"357","ENSG00000135862","LAMC1",0.00273224043715847
"358","ENSG00000226979","LTA",0.00273224043715847
"359","ENSG00000104738","MCM4",0.00136612021857923
"360","ENSG00000148773","MKI67",0.00136612021857923
"361","ENSG00000115507","OTX1",0.00136612021857923
"362","ENSG00000197702","PARVA",0.0204918032786885
"363","ENSG00000197461","PDGFA",0.00273224043715847
"364","ENSG00000198901","PRC1",0.00136612021857923
"365","ENSG00000184500","PROS1",0.00273224043715847
"366","ENSG00000073756","PTGS2",0.00136612021857923
"367","ENSG00000130202","NECTIN2",0.00136612021857923
"368","ENSG00000169891","REPS2",0.00546448087431694
"369","ENSG00000087903","RFX2",0.00273224043715847
"370","ENSG00000168421","RHOH",0.00136612021857923
"371","ENSG00000158106","RHPN1",0.00273224043715847
"372","ENSG00000173432","SAA1",0.00273224043715847
"373","ENSG00000183918","SH2D1A",0.00136612021857923
"374","ENSG00000100092","SH3BP1",0.00136612021857923
"375","ENSG00000170577","SIX2",0.00273224043715847
"376","ENSG00000113396","SLC27A6",0.00273224043715847
"377","ENSG00000134532","SOX5",0.00136612021857923
"378","ENSG00000131018","SYNE1",0.00273224043715847
"379","ENSG00000111077","TNS2",0.00409836065573771
"380","ENSG00000102935","ZNF423",0.0163934426229508
"381","ENSG00000157766","ACAN",0.00409836065573771
"382","ENSG00000173175","ADCY5",0.00273224043715847
"383","ENSG00000131016","AKAP12",0.00136612021857923
"384","ENSG00000163297","ANTXR2",0.00273224043715847
"385","ENSG00000198844","ARHGEF15",0.00819672131147541
"386","ENSG00000172379","ARNT2",0.00136612021857923
"387","ENSG00000165507","DEPP1",0.00546448087431694
"388","ENSG00000244731","C4A",0.00273224043715847
"389","ENSG00000173894","CBX2",0.00136612021857923
"390","ENSG00000276409","CCL14",0.00136612021857923
"391","ENSG00000275152","CCL16",0.00683060109289617
"392","ENSG00000157456","CCNB2",0.00136612021857923
"393","ENSG00000175305","CCNE2",0.00136612021857923
"394","ENSG00000100526","CDKN3",0.00273224043715847
"395","ENSG00000123989","CHPF",0.00136612021857923
"396","ENSG00000054938","CHRDL2",0.00136612021857923
"397","ENSG00000112782","CLIC5",0.00409836065573771
"398","ENSG00000169245","CXCL10",0.00136612021857923
"399","ENSG00000136770","DNAJC1",0.00409836065573771
"400","ENSG00000092964","DPYSL2",0.00409836065573771
"401","ENSG00000149636","DSN1",0.00546448087431694
"402","ENSG00000135144","DTX1",0.00136612021857923
"403","ENSG00000143590","EFNA3",0.00273224043715847
"404","ENSG00000135374","ELF5",0.00409836065573771
"405","ENSG00000185519","FAM131C",0.00273224043715847
"406","ENSG00000138829","FBN2",0.00136612021857923
"407","ENSG00000173486","FKBP2",0.00273224043715847
"408","ENSG00000128683","GAD1",0.00683060109289617
"409","ENSG00000137960","GIPC2",0.0163934426229508
"410","ENSG00000186469","GNG2",0.00409836065573771
"411","ENSG00000176533","GNG7",0.00683060109289617
"412","ENSG00000161509","GRIN2C",0.00136612021857923
"413","ENSG00000173917","HOXB2",0.00409836065573771
"414","ENSG00000128710","HOXD10",0.00546448087431694
"415","ENSG00000136244","IL6",0.00546448087431694
"416","ENSG00000137825","ITPKA",0.00409836065573771
"417","ENSG00000185760","KCNQ5",0.00273224043715847
"418","ENSG00000136826","KLF4",0.00273224043715847
"419","ENSG00000184384","MAML2",0.00546448087431694
"420","ENSG00000181085","MAPK15",0.00136612021857923
"421","ENSG00000100285","NEFH",0.00273224043715847
"422","ENSG00000103024","NME3",0.00273224043715847
"423","ENSG00000152465","NMT2",0.00409836065573771
"424","ENSG00000115252","PDE1A",0.00273224043715847
"425","ENSG00000131435","PDLIM4",0.0136612021857923
"426","ENSG00000139946","PELI2",0.00683060109289617
"427","ENSG00000127564","PKMYT1",0.00136612021857923
"428","ENSG00000100479","POLE2",0.00273224043715847
"429","ENSG00000177707","NECTIN3",0.00136612021857923
"430","ENSG00000131096","PYY",0.00273224043715847
"431","ENSG00000183155","RABIF",0.00956284153005465
"432","ENSG00000132329","RAMP1",0.0122950819672131
"433","ENSG00000159200","RCAN1",0.00136612021857923
"434","ENSG00000163918","RFC4",0.00136612021857923
"435","ENSG00000001617","SEMA3F",0.00136612021857923
"436","ENSG00000117601","SERPINC1",0.00136612021857923
"437","ENSG00000173267","SNCG",0.00136612021857923
"438","ENSG00000171243","SOSTDC1",0.00136612021857923
"439","ENSG00000117155","SSX2IP",0.00409836065573771
"440","ENSG00000102003","SYP",0.00273224043715847
"441","ENSG00000170743","SYT9",0.00136612021857923
"442","ENSG00000106829","TLE4",0.00136612021857923
"443","ENSG00000079308","TNS1",0.00136612021857923
"444","ENSG00000158022","TRIM63",0.00136612021857923
"445","ENSG00000127831","VIL1",0.00273224043715847
